Wall time,Step,Value
1624116020.513304,0,0.8546651601791382
1624116028.375447,1,0.9091092348098755
1624116036.23538,2,0.9269527196884155
1624116044.089501,3,0.9354923963546753
1624116051.947018,4,0.9406233429908752
1624116059.801159,5,0.944014847278595
1624116067.659737,6,0.9465103149414062
1624116075.51157,7,0.9483859539031982
1624116083.362606,8,0.9499238133430481
1624116091.203234,9,0.9510264992713928
1624116099.057585,10,0.9521273374557495
1624116106.914474,11,0.9530249238014221
1624116114.769423,12,0.9538768529891968
1624116122.618631,13,0.9544816017150879
1624116130.456059,14,0.9550355672836304
1624116138.307869,15,0.9555489420890808
1624116146.167246,16,0.9560346603393555
1624116154.009483,17,0.9565062522888184
1624116161.85939,18,0.9568949937820435
1624116169.714156,19,0.9572917222976685
1624116177.572594,20,0.9575108289718628
1624116185.423839,21,0.9578767418861389
1624116193.282152,22,0.9580286145210266
1624116201.143947,23,0.9584164619445801
1624116208.999297,24,0.9585448503494263
1624116216.857638,25,0.9588659405708313
1624116224.719775,26,0.9589838981628418
1624116232.573036,27,0.9593342542648315
1624116240.426785,28,0.9594403505325317
1624116248.286083,29,0.9594969749450684
1624116256.14526,30,0.9598252773284912
1624116264.006547,31,0.9599279761314392
1624116271.855344,32,0.959962010383606
1624116279.711989,33,0.9601113796234131
1624116287.5674,34,0.9603289365768433
1624116295.428066,35,0.96043461561203
1624116303.284184,36,0.9604639410972595
1624116311.13697,37,0.9605529308319092
1624116318.985938,38,0.9608100056648254
1624116326.838599,39,0.9609053134918213
1624116334.699965,40,0.9609370231628418
1624116342.551527,41,0.9609635472297668
1624116350.41468,42,0.9610552191734314
1624116358.26943,43,0.9612972140312195
1624116366.13556,44,0.9613876938819885
1624116373.998847,45,0.9614176154136658
1624116381.855643,46,0.9614274501800537
1624116389.70226,47,0.9614712595939636
1624116397.551532,48,0.9615343809127808
1624116405.412367,49,0.9617840051651001
1624116413.269922,50,0.9618085622787476
1624116421.12125,51,0.9618819355964661
1624116428.97717,52,0.9619063138961792
1624116436.841393,53,0.9619156122207642
1624116444.704554,54,0.9619399905204773
1624116452.558602,55,0.9620130658149719
1624116460.410957,56,0.9620374441146851
1624116468.264079,57,0.9622739553451538
1624116476.119301,58,0.9622973203659058
1624116483.968972,59,0.9623702168464661
1624116491.828351,60,0.9623942375183105
1624116499.681011,61,0.96240234375
1624116507.527963,62,0.962410032749176
1624116515.375979,63,0.9624329209327698
1624116523.220391,64,0.962503969669342
1624116531.078078,65,0.9625255465507507
1624116538.935902,66,0.9627609252929688
1624116546.792253,67,0.9627764225006104
1624116554.652446,68,0.9627916216850281
1624116562.509694,69,0.9628600478172302
1624116570.36918,70,0.9628828167915344
1624116578.232583,71,0.9628901481628418
1624116586.092912,72,0.9628967046737671
1624116593.951435,73,0.9629158973693848
1624116601.808375,74,0.9629856944084167
1624116609.671515,75,0.9629940390586853
1624116617.530942,76,0.9630126953125
1624116625.390408,77,0.9632487297058105
1624116633.242623,78,0.963253378868103
1624116641.091364,79,0.9632735252380371
1624116648.950297,80,0.963279664516449
1624116656.807953,81,0.9633468985557556
1624116664.680577,82,0.9633540511131287
1624116672.54886,83,0.9633722901344299
1624116680.404641,84,0.9633787870407104
1624116688.264795,85,0.9633808732032776
1624116696.130386,86,0.9634011387825012
1624116703.997098,87,0.9634051322937012
1624116711.852435,88,0.9634761214256287
1624116719.713702,89,0.9634780883789062
1624116727.574635,90,0.9634853601455688
1624116735.445371,91,0.9635024070739746
1624116743.307084,92,0.9637373685836792
1624116751.160461,93,0.9637393951416016
1624116759.029649,94,0.9637450575828552
1624116766.899442,95,0.9637622833251953
1624116774.766263,96,0.9637680053710938
1624116782.630859,97,0.9638347625732422
1624116790.496412,98,0.9638363718986511
1624116798.35526,99,0.9638415575027466
1624116806.21936,100,0.9638592004776001
1624116814.07597,101,0.9638611078262329
1624116821.934667,102,0.9638668894767761
1624116829.798279,103,0.9638676047325134
1624116837.658077,104,0.9638733267784119
1624116845.518867,105,0.9638763666152954
1624116853.3818,106,0.9638931155204773
1624116861.226065,107,0.9638980031013489
1624116869.077167,108,0.9639644622802734
1624116876.941883,109,0.9639663100242615
1624116884.804843,110,0.9639720320701599
1624116892.675036,111,0.9639891386032104
1624116900.537507,112,0.9639943242073059
1624116908.395493,113,0.9641364216804504
1624116916.259957,114,0.964226245880127
1624116924.123498,115,0.9642277359962463
1624116931.980822,116,0.9642333984375
1624116939.836195,117,0.9642502665519714
1624116947.686074,118,0.9642520546913147
1624116955.54648,119,0.9642566442489624
1624116963.399143,120,0.9643230438232422
1624116971.254361,121,0.9643245935440063
1624116979.123534,122,0.9643292427062988
1624116986.982249,123,0.9643310308456421
1624116994.838799,124,0.964347779750824
1624117002.709103,125,0.9643493890762329
1624117010.580925,126,0.9643545150756836
1624117018.447077,127,0.9643555283546448
1624117026.311956,128,0.9643571376800537
1624117034.17974,129,0.9643619656562805
1624117042.045506,130,0.9643634557723999
1624117049.906078,131,0.9643802642822266
1624117057.769872,132,0.964381754398346
1624117065.62475,133,0.964386522769928
1624117073.496694,134,0.9644526243209839
1624117081.356194,135,0.964454174041748
1624117089.219448,136,0.9644560813903809
1624117097.086731,137,0.9644598364830017
1624117104.951827,138,0.9644606113433838
1624117112.814629,139,0.9644773602485657
1624117120.682068,140,0.9644789099693298
1624117128.539444,141,0.9644834995269775
1624117136.417916,142,0.9647140502929688
1624117144.278409,143,0.964714527130127
1624117152.143283,144,0.9647160768508911
1624117160.005381,145,0.9647206664085388
1624117167.863614,146,0.9647220969200134
1624117175.715468,147,0.9647385478019714
1624117183.568948,148,0.964739978313446
1624117191.421015,149,0.964744508266449
1624117199.272399,150,0.9647449851036072
1624117207.131064,151,0.964762270450592
1624117214.995392,152,0.9648114442825317
1624117222.854606,153,0.9648129940032959
1624117230.709561,154,0.964817464351654
1624117238.572352,155,0.9648178219795227
1624117246.427523,156,0.9648190140724182
1624117254.278512,157,0.9648221731185913
1624117262.123681,158,0.9648361206054688
1624117269.978577,159,0.9648375511169434
1624117277.828733,160,0.9648417830467224
1624117285.687511,161,0.964843213558197
1624117293.543376,162,0.96484375
1624117301.433163,163,0.9648441672325134
1624117310.090542,164,0.9648457169532776
1624117318.547621,165,0.9648499488830566
1624117326.892764,166,0.9648513793945312
1624117335.24568,167,0.9648517370223999
1624117343.162014,168,0.9648681879043579
1624117352.222235,169,0.9648696184158325
1624117361.069719,170,0.964870035648346
1624117370.365533,171,0.9648745059967041
1624117379.400268,172,0.9648757576942444
1624117388.406188,173,0.9649409055709839
1624117397.707179,174,0.9649412631988525
1624117406.680273,175,0.9649425148963928
1624117415.672802,176,0.964946985244751
1624117424.944349,177,0.9649474024772644
1624117433.926208,178,0.9649485945701599
1624117442.999872,179,0.9649489521980286
1624117452.065979,180,0.964965283870697
1624117460.743545,181,0.9649657011032104
1624117469.615512,182,0.9649671316146851
1624117478.513567,183,0.9649712443351746
1624117487.288884,184,0.964971661567688
1624117496.094966,185,0.9649728536605835
1624117504.863069,186,0.9652025103569031
1624117513.559484,187,0.9652028679847717
1624117522.267187,188,0.9652040600776672
1624117530.976162,189,0.9652045369148254
1624117539.636176,190,0.9652086496353149
1624117548.482374,191,0.9652100205421448
1624117557.226785,192,0.9652104377746582
1624117566.094023,193,0.9652268886566162
1624117575.116369,194,0.9652273058891296
1624117584.324271,195,0.9652284383773804
1624117592.935316,196,0.9652328491210938
1624117601.669927,197,0.9652332663536072
1624117611.034028,198,0.9652344584465027
1624117619.724847,199,0.9652504920959473
1624117629.079286,200,0.9652997255325317
1624117638.005367,201,0.9653000235557556
1624117647.105003,202,0.9653012156486511
1624117656.470124,203,0.9653015732765198
1624117665.484229,204,0.965305745601654
1624117674.764523,205,0.9653061032295227
1624117684.047989,206,0.9653072357177734
1624117692.916823,207,0.9653076529502869
1624117701.982215,208,0.9653239846229553
1624117710.884832,209,0.965324342250824
1624117719.840868,210,0.9653254151344299
1624117728.563385,211,0.9653258919715881
1624117737.441054,212,0.9653300046920776
1624117746.230281,213,0.9653303623199463
1624117755.053652,214,0.965331494808197
1624117763.866597,215,0.9653319120407104
1624117772.648767,216,0.9653320908546448
1624117781.357736,217,0.9653324484825134
1624117790.076559,218,0.9653335809707642
1624117798.855943,219,0.9653337001800537
1624117807.730309,220,0.9653381109237671
1624117816.865889,221,0.9653385281562805
1624117825.898394,222,0.9653396606445312
1624117834.867403,223,0.9653400182723999
1624117843.7051,224,0.9653564095497131
1624117852.427827,225,0.9653568267822266
1624117861.790564,226,0.9653578996658325
1624117870.807144,227,0.965358316898346
1624117879.779376,228,0.9653624296188354
1624117889.1416,229,0.9653627872467041
1624117898.226698,230,0.9653639197349548
1624117907.431659,231,0.9653642773628235
1624117916.781034,232,0.9654291272163391
1624117925.578433,233,0.9654292464256287
1624117934.822884,234,0.9654305577278137
1624117943.865298,235,0.965430736541748
1624117952.636724,236,0.9654310345649719
1624117961.576613,237,0.965435266494751
1624117970.394443,238,0.9654356241226196
1624117979.159483,239,0.9654367566108704
1624117987.932289,240,0.9654368162155151
1624117996.723195,241,0.9654371738433838
1624118005.516905,242,0.9654535055160522
1624118014.268867,243,0.9654538631439209
1624118022.968099,244,0.9654549360275269
1624118031.679737,245,0.9654552936553955
1624118040.50014,246,0.9654554724693298
1624118049.392108,247,0.9654595851898193
1624118058.202226,248,0.9654598832130432
1624118067.316968,249,0.965461015701294
1624118076.033354,250,0.9654613733291626
1624118083.977509,251,0.9656908512115479
1624118092.085122,252,0.9656909704208374
1624118100.740168,253,0.9656912684440613
1624118109.535303,254,0.965692400932312
1624118118.661882,255,0.9656925201416016
1624118127.40448,256,0.9656927585601807
1624118136.129903,257,0.9656969308853149
1624118145.188527,258,0.9656971096992493
1624118154.145491,259,0.9656974673271179
1624118162.869144,260,0.9656984806060791
1624118171.663527,261,0.9656988382339478
1624118180.514287,262,0.9657151699066162
1624118189.296278,263,0.9657152891159058
1624118198.154557,264,0.9657155871391296
1624118206.887818,265,0.9657166600227356
1624118215.967302,266,0.9657170176506042
1624118224.830477,267,0.9657171368598938
1624118233.606213,268,0.9657212495803833
1624118242.674202,269,0.965721607208252
1624118251.665875,270,0.9657216668128967
1624118260.481788,271,0.9657227396965027
1624118269.231819,272,0.9657228589057922
1624118278.484128,273,0.9657232165336609
1624118287.212037,274,0.965787947177887
1624118295.959578,275,0.9657883048057556
1624118304.597561,276,0.9657884240150452
1624118313.424729,277,0.9657895565032959
1624118322.372328,278,0.9657898545265198
1624118331.124918,279,0.9657899737358093
1624118339.266991,280,0.9657940864562988
1624118347.155564,281,0.9657943844795227
1624118355.025623,282,0.9657944440841675
1624118363.190867,283,0.9657945036888123
1624118371.924717,284,0.9657955765724182
1624118380.890721,285,0.9657958745956421
1624118389.915934,286,0.9657959342002869
1624118398.965836,287,0.9658122062683105
1624118408.066259,288,0.9658123254776001
1624118416.99999,289,0.9657958745956421
1624118426.175263,290,0.9657959938049316
1624118435.192439,291,0.9657959938049316
1624118444.054984,292,0.9658122658729553
1624118453.008271,293,0.9658123254776001
1624118462.407186,294,0.9658126831054688
1624118471.807132,295,0.9658136963844299
1624118480.437792,296,0.9658138155937195
1624118489.809823,297,0.9658141732215881
1624118498.456785,298,0.9658142328262329
1624118506.4541,299,0.9658183455467224
1624118514.322261,300,0.9658186435699463
1624118523.075199,301,0.9658187031745911
1624118532.038315,302,0.9658198356628418
1624118541.149527,303,0.9658198952674866
1624118549.980757,304,0.9658202528953552
1624118558.935891,305,0.9658203721046448
1624118568.065704,306,0.9658204317092896
1624118577.467203,307,0.9658207297325134
1624118586.382882,308,0.965820848941803
