Wall time,Step,Value
1624116209.506491,0,0.5430176258087158
1624116217.332942,1,0.5990849137306213
1624116225.259915,2,0.6111090779304504
1624116233.181448,3,0.6172967553138733
1624116241.030127,4,0.6225002408027649
1624116248.91539,5,0.6274824738502502
1624116256.80041,6,0.6324928402900696
1624116264.675124,7,0.6373308897018433
1624116272.650251,8,0.6418452858924866
1624116280.477915,9,0.6454346179962158
1624116288.444439,10,0.648469865322113
1624116296.321303,11,0.6510992050170898
1624116304.207707,12,0.6534029245376587
1624116312.114088,13,0.6553624868392944
1624116320.02699,14,0.6571154594421387
1624116327.906674,15,0.6587057709693909
1624116335.803665,16,0.6600756049156189
1624116343.727491,17,0.6612226366996765
1624116351.563955,18,0.6623833179473877
1624116359.555337,19,0.6633833050727844
1624116367.374154,20,0.6643728613853455
1624116375.360276,21,0.6652213931083679
1624116383.183621,22,0.6660178899765015
1624116391.148443,23,0.6668143272399902
1624116399.022693,24,0.6674127578735352
1624116406.929565,25,0.6681796908378601
1624116414.834887,26,0.6686939597129822
1624116422.667439,27,0.6692777872085571
1624116430.561529,28,0.6697971820831299
1624116438.468267,29,0.6702701449394226
1624116446.363802,30,0.6707667112350464
1624116454.278215,31,0.6711995601654053
1624116462.184114,32,0.6716616153717041
1624116470.110164,33,0.6721190810203552
1624116477.967232,34,0.6724811792373657
1624116485.943536,35,0.6728050112724304
1624116493.826449,36,0.673156201839447
1624116501.765632,37,0.6735514998435974
1624116509.714684,38,0.67378169298172
1624116517.581344,39,0.6741184592247009
1624116525.470372,40,0.6743351221084595
1624116533.343576,41,0.6747458577156067
1624116541.310265,42,0.6750026941299438
1624116549.132715,43,0.6752460598945618
1624116557.110289,44,0.6755777597427368
1624116564.947734,45,0.6757689714431763
1624116572.891472,46,0.6760730147361755
1624116580.763625,47,0.6762577891349792
1624116588.646641,48,0.6765482425689697
1624116596.619533,49,0.6767115592956543
1624116604.473302,50,0.6768931746482849
1624116612.370995,51,0.6771470308303833
1624116620.260911,52,0.6772436499595642
1624116628.191901,53,0.6775351762771606
1624116636.137912,54,0.6776869893074036
1624116643.987129,55,0.6778008341789246
