Wall time,Step,Value
1624116209.506266,0,0.6655786633491516
1624116217.332726,1,0.6406947374343872
1624116225.259708,2,0.637548565864563
1624116233.181235,3,0.6327403783798218
1624116241.029924,4,0.6276843547821045
1624116248.915172,5,0.6219021677970886
1624116256.800183,6,0.6150330305099487
1624116264.674917,7,0.609343409538269
1624116272.650037,8,0.6059021353721619
1624116280.477714,9,0.603387176990509
1624116288.444223,10,0.6020248532295227
1624116296.321093,11,0.6005392670631409
1624116304.207489,12,0.5998803377151489
1624116312.113878,13,0.5990655422210693
1624116320.02677,14,0.5980420112609863
1624116327.906462,15,0.5973066091537476
1624116335.803455,16,0.5969421863555908
1624116343.727267,17,0.5962581634521484
1624116351.563745,18,0.5954239964485168
1624116359.555126,19,0.5952727794647217
1624116367.373928,20,0.5947709679603577
1624116375.360067,21,0.5945026874542236
1624116383.183398,22,0.5938409566879272
1624116391.148228,23,0.5935917496681213
1624116399.022484,24,0.5934727191925049
1624116406.929355,25,0.5933458209037781
1624116414.834689,26,0.5926868915557861
1624116422.667222,27,0.5924165844917297
1624116430.561302,28,0.5921298861503601
1624116438.468047,29,0.591970682144165
1624116446.363599,30,0.5913571119308472
1624116454.277987,31,0.591861367225647
1624116462.183917,32,0.591454267501831
1624116470.109948,33,0.5912222266197205
1624116477.967021,34,0.5908627510070801
1624116485.943332,35,0.5909372568130493
1624116493.826223,36,0.590498685836792
1624116501.765432,37,0.5905013084411621
1624116509.714465,38,0.5904754400253296
1624116517.58113,39,0.5908524394035339
1624116525.470163,40,0.5897339582443237
1624116533.343365,41,0.5897824764251709
1624116541.310057,42,0.5894669890403748
1624116549.132504,43,0.5891503691673279
1624116557.110091,44,0.5891932845115662
1624116564.947514,45,0.5889474749565125
1624116572.891261,46,0.5889909863471985
1624116580.763415,47,0.5889719128608704
1624116588.64643,48,0.5892198085784912
1624116596.619335,49,0.5887737274169922
1624116604.473091,50,0.5885255336761475
1624116612.37079,51,0.5881450176239014
1624116620.260692,52,0.5884287357330322
1624116628.191702,53,0.5883451700210571
1624116636.137691,54,0.5879485607147217
1624116643.986929,55,0.588047444820404
1624116651.942134,56,0.5879015922546387
1624116659.786999,57,0.5876585245132446
1624116667.773464,58,0.5872192978858948
1624116675.638612,59,0.5870664119720459
1624116683.541528,60,0.5873426198959351
1624116691.480069,61,0.5872437953948975
1624116699.379738,62,0.5868903994560242
1624116707.268027,63,0.5873732566833496
1624116715.220357,64,0.5870835185050964
1624116723.064852,65,0.5870242118835449
1624116731.045335,66,0.5868597030639648
1624116738.880933,67,0.5865709781646729
1624116746.796438,68,0.5865740776062012
1624116754.720623,69,0.5860741138458252
1624116762.64245,70,0.586212694644928
1624116770.496358,71,0.5858758687973022
1624116778.429293,72,0.5861777067184448
1624116786.3248,73,0.5855961441993713
1624116794.217784,74,0.5857312679290771
1624116802.182203,75,0.585533857345581
1624116810.011066,76,0.5853079557418823
1624116818.00602,77,0.5853793621063232
1624116825.851119,78,0.5851466655731201
1624116833.812145,79,0.5848297476768494
1624116841.676693,80,0.584892988204956
1624116849.612304,81,0.5848230719566345
1624116857.520522,82,0.5843658447265625
1624116865.413404,83,0.5847277641296387
1624116873.417509,84,0.5844984650611877
1624116881.291645,85,0.5842767357826233
1624116889.164309,86,0.5844218134880066
1624116897.060233,87,0.5844592452049255
1624116904.946422,88,0.584291934967041
1624116912.88614,89,0.5840713381767273
